# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr  2 11:43:16 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_facility like '%K2%')
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_facility,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
K2-274,b,K2-274 b,14.12971400,0.00210200,-0.00187600,0,0.106400,0.000800,-0.000900,0,,,,0,,,,0,,,,0,,0.196,0.011,-0.011,0,,,,0,0,08h37m07.79s,129.282440,+20d23m57.7s,20.399372,232.82,4.29,-4.29,0,13.086,0.040,0,V (Johnson),12.885,,0,5065.00,60.00,-60.00,0,0.81,0.02,-0.02,0,0.74,0.01,-0.01,0,2457145.121090,0.004940,-0.005400,0,K2,4.61,0.01,-0.01,0,,,,0
K2-275,b,K2-275 b,3.28096100,0.00011200,-0.00010700,0,0.040000,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.200,0.011,-0.011,0,,,,0,0,08h48m40.77s,132.169891,+20d27m18.3s,20.455076,124.09,0.70,-0.70,0,12.063,0.010,0,V (Johnson),11.814,,0,4812.00,59.00,-59.00,0,0.79,0.02,-0.02,0,0.73,0.01,-0.01,0,2457142.133430,0.001420,-0.001420,0,K2,4.61,0.01,-0.01,0,,,,0
K2-275,c,K2-275 c,8.43875600,0.00026900,-0.00027100,0,0.075000,0.000500,-0.000500,0,,,,0,,,,0,,,,0,,0.209,0.009,-0.009,0,,,,0,0,08h48m40.77s,132.169891,+20d27m18.3s,20.455076,124.09,0.70,-0.70,0,12.063,0.010,0,V (Johnson),11.814,,0,4812.00,59.00,-59.00,0,0.79,0.02,-0.02,0,0.73,0.01,-0.01,0,2457142.487820,0.001210,-0.001280,0,K2,4.61,0.01,-0.01,0,,,,0
K2-276,b,K2-276 b,18.71826900,0.00315300,-0.00300800,0,0.129100,0.001100,-0.001100,0,,,,0,,,,0,,,,0,,0.336,0.019,-0.019,0,,,,0,0,08h23m48.66s,125.952751,+22d38m02.5s,22.634024,489.88,7.32,-7.32,0,14.627,0.041,0,V (Johnson),14.379,,0,5139.00,62.00,-62.00,0,0.82,0.02,-0.02,0,0.85,0.02,-0.02,0,2457151.876530,0.006200,-0.006860,0,K2,4.49,0.02,-0.02,0,,,,0
K2-277,b,K2-277 b,6.32676300,0.00035500,-0.00036100,0,0.067500,0.000600,-0.000600,0,,,,0,,,,0,,,,0,,0.185,0.011,-0.011,0,,,,0,0,13h28m03.99s,202.016632,-15d56m16.2s,-15.937820,113.53,0.70,-0.70,0,10.364,0.054,0,V (Johnson),10.121,,0,5741.00,65.00,-65.00,0,1.02,0.03,-0.03,0,0.97,0.02,-0.02,0,2457221.229580,0.002210,-0.002170,0,K2,4.48,0.02,-0.02,0,,,,0
K2-278,b,K2-278 b,3.33496600,0.00070100,-0.00085900,0,0.048800,0.000900,-0.000900,0,,,,0,,,,0,,,,0,,0.266,0.021,-0.021,0,,,,0,0,13h33m12.43s,203.301773,-14d30m14.6s,-14.504056,804.13,16.46,-16.46,0,13.412,0.030,0,V (Johnson),13.254,,0,6747.00,383.00,-383.00,0,1.40,0.08,-0.08,0,1.61,0.05,-0.05,0,2457219.822940,0.011190,-0.009000,0,K2,4.17,0.04,-0.04,0,,,,0
K2-279,b,K2-279 b,7.12260500,0.00164700,-0.00160100,0,0.067000,0.000800,-0.000900,0,,,,0,,,,0,,,,0,,0.108,0.012,-0.012,0,,,,0,0,13h39m07.13s,204.779724,-06d02m29.7s,-6.041594,183.80,1.58,-1.58,0,11.491,0.153,0,V (Johnson),11.591,,0,5558.00,70.00,-70.00,0,0.79,0.03,-0.03,0,0.86,0.01,-0.01,0,2457222.132780,0.007820,-0.008330,0,K2,4.46,0.02,-0.02,0,,,,0
K2-28,b,K2-28 b,2.26045500,0.00004100,-0.00004100,0,0.021400,0.001300,-0.001300,0,0.000000,,,0,88.900,0.800,-1.200,0,,,,,,0.207,0.021,-0.021,0,,,,,0,22h22m29.85s,335.624390,-07d57m19.3s,-7.955366,63.11,0.32,-0.32,0,16.061,0.067,0,V (Johnson),14.680,,0,3214.00,60.00,-60.00,0,0.26,0.05,-0.05,0,0.29,0.03,-0.03,0,2456977.990120,0.000750,-0.000740,0,K2,4.93,0.04,-0.04,0,,,,
K2-280,b,K2-280 b,19.89520200,0.00077400,-0.00075300,0,0.148800,0.001900,-0.002000,0,,,,0,,,,0,,,,0,,0.684,0.023,-0.023,0,,,,0,0,19h26m22.88s,291.595337,-22d14m51.6s,-22.247662,396.90,7.31,-7.31,0,12.536,0.040,0,V (Johnson),12.360,,0,5742.00,90.00,-90.00,0,1.11,0.04,-0.04,0,1.28,0.03,-0.03,0,2457327.475920,0.000990,-0.001000,0,K2,4.26,0.03,-0.03,0,,,,0
K2-281,b,K2-281 b,8.68772100,0.00015100,-0.00015000,0,0.077300,0.000800,-0.000800,0,,,,0,,,,0,,,,0,,0.730,0.019,-0.019,0,,,,0,0,01h04m54.56s,16.227350,+07d16m09.2s,7.269234,466.11,7.25,-7.25,0,15.117,0.060,0,V (Johnson),14.768,,0,4812.00,72.00,-72.00,0,0.82,0.03,-0.03,0,0.76,0.01,-0.01,0,2457393.882080,0.000730,-0.000710,0,K2,4.59,0.02,-0.02,0,,,,0
K2-282,b,K2-282 b,4.16983600,0.00027900,-0.00030000,0,0.049900,0.000600,-0.000700,0,,,,0,,,,0,,,,0,,0.252,0.012,-0.012,0,,,,0,0,00h53m43.68s,13.432017,+07d59m43.1s,7.995316,502.28,7.77,-7.77,0,14.042,0.036,0,V (Johnson),13.818,,0,5523.00,82.00,-82.00,0,0.95,0.04,-0.04,0,0.94,0.02,-0.02,0,2457394.999300,0.003470,-0.003230,0,K2,4.47,0.03,-0.03,0,,,,0
K2-283,b,K2-283 b,1.92103600,0.00005100,-0.00005300,0,0.029100,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.314,0.014,-0.014,0,,,,0,0,00h52m46.66s,13.194414,+09d41m34.5s,9.692924,408.24,4.82,-4.82,0,14.445,0.030,0,V (Johnson),14.132,,0,5060.00,70.00,-70.00,0,0.89,0.03,-0.03,0,0.82,0.01,-0.01,0,2457394.909010,0.001210,-0.001160,0,K2,4.56,0.02,-0.02,0,,,,0
K2-284,b,K2-284 b,4.79506900,0.00008600,-0.00008600,0,0.047710,0.000250,-0.000250,0,0.078000,0.108000,-0.055000,0,89.000,0.650,-0.620,0,,,,0,,0.248,0.012,-0.011,0,,,,0,0,05h16m33.76s,79.140686,+20d15m18.4s,20.255108,107.60,0.50,-0.50,0,13.322,0.015,0,V (Johnson),12.860,,0,4140.00,50.00,-50.00,0,0.63,0.01,-0.01,0,0.61,0.02,-0.02,0,2457859.113160,0.000430,-0.000420,0,K2,4.67,0.01,-0.01,0,-1.013,0.018,-0.018,0
K2-285,b,K2-285 b,3.47174500,0.00004400,-0.00004600,0,0.038170,0.000950,-0.000920,0,0.000000,,,0,86.846,0.041,-0.041,0,0.03046,0.00381,-0.00431,0,Mass,0.231,0.005,-0.005,0,3.07000,0.45000,-0.45000,0,0,23h17m32.23s,349.384277,+01d18m01.0s,1.300290,155.65,1.15,-1.15,0,12.030,0.121,0,V (Johnson),11.804,,0,4975.00,95.00,-95.00,0,0.83,0.02,-0.02,0,0.79,0.02,-0.02,0,2457743.375450,0.000510,-0.000510,0,K2,4.40,0.10,-0.10,0,,,,0
K2-285,c,K2-285 c,7.13804800,0.00007200,-0.00006300,0,0.082400,0.001800,-0.001800,0,0.000000,,,0,89.861,0.001,-0.001,0,0.04933,0.00717,-0.00670,0,Mass,0.315,0.007,-0.007,0,1.95000,0.32000,-0.28000,0,0,23h17m32.23s,349.384277,+01d18m01.0s,1.300290,155.65,1.15,-1.15,0,12.030,0.121,0,V (Johnson),11.804,,0,4975.00,95.00,-95.00,0,0.83,0.02,-0.02,0,0.79,0.02,-0.02,0,2457744.539060,0.000390,-0.000370,0,K2,4.40,0.10,-0.10,0,,,,0
K2-285,d,K2-285 d,10.45582000,0.00025000,-0.00023000,0,0.117800,0.002900,-0.002900,0,0.000000,,,0,89.643,0.005,-0.005,0,0.02045,,,1,Mass,0.221,0.005,-0.005,0,,,,0,0,23h17m32.23s,349.384277,+01d18m01.0s,1.300290,155.65,1.15,-1.15,0,12.030,0.121,0,V (Johnson),11.804,,0,4975.00,95.00,-95.00,0,0.83,0.02,-0.02,0,0.79,0.02,-0.02,0,2457745.201000,0.000760,-0.000730,0,K2,4.40,0.10,-0.10,0,,,,0
K2-285,e,K2-285 e,14.76289000,0.00065000,-0.00061000,0,0.180410,0.004200,-0.004300,0,0.000000,,,0,89.799,0.002,-0.003,0,0.03367,,,1,Mass,0.174,0.004,-0.004,0,,,,0,0,23h17m32.23s,349.384277,+01d18m01.0s,1.300290,155.65,1.15,-1.15,0,12.030,0.121,0,V (Johnson),11.804,,0,4975.00,95.00,-95.00,0,0.83,0.02,-0.02,0,0.79,0.02,-0.02,0,2457741.896900,0.002000,-0.002400,0,K2,4.40,0.10,-0.10,0,,,,0
K2-29,b,K2-29 b,3.25883210,0.00000190,-0.00000190,0,0.042170,0.000240,-0.000240,0,0.066000,0.022000,-0.022000,0,86.656,0.110,-0.080,0,0.73000,0.04000,-0.04000,0,Mass,1.190,0.020,-0.020,0,0.53000,0.04000,-0.04000,0,0,04h10m40.96s,62.670647,+24d24m07.4s,24.402042,179.39,1.31,-1.31,0,12.526,0.044,0,V (Johnson),12.201,,0,5358.00,38.00,-38.00,0,0.94,0.02,-0.02,0,0.86,0.01,-0.01,0,2453219.009500,0.002200,-0.002200,0,K2,4.54,0.01,-0.01,0,,,,
K2-3,b,K2-3 b,10.05449000,0.00026000,-0.00026000,0,0.076900,0.003900,-0.003900,0,,,,,88.800,0.840,-1.120,0,,,,,,0.194,0.027,-0.027,0,,,,,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,44.13,0.11,-0.11,0,12.170,0.010,0,V (Johnson),11.478,,0,3896.00,189.00,-189.00,0,0.60,0.09,-0.09,0,0.56,0.07,-0.07,0,2456813.417300,0.001100,-0.001100,0,K2,4.72,0.13,-0.13,0,,,,
K2-3,c,K2-3 c,24.64354000,0.00117000,-0.00117000,0,0.139900,0.007000,-0.007000,0,,,,,89.120,0.620,-0.860,0,,,,,,0.165,0.024,-0.024,0,,,,,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,44.13,0.11,-0.11,0,12.170,0.010,0,V (Johnson),11.478,,0,3896.00,189.00,-189.00,0,0.60,0.09,-0.09,0,0.56,0.07,-0.07,0,2456812.281200,0.002200,-0.002200,0,K2,4.72,0.13,-0.13,0,,,,
K2-3,d,K2-3 d,44.55983000,0.00590000,-0.00590000,0,0.207600,0.010400,-0.010400,0,,,,,89.380,0.430,-0.640,0,,,,,,0.135,0.021,-0.021,0,,,,,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,44.13,0.11,-0.11,0,12.170,0.010,0,V (Johnson),11.478,,0,3896.00,189.00,-189.00,0,0.60,0.09,-0.09,0,0.56,0.07,-0.07,0,2456826.228800,0.003400,-0.003400,0,K2,4.72,0.13,-0.13,0,,,,
K2-30,b,K2-30 b,4.09850300,0.00001100,-0.00001100,0,0.048390,0.000760,-0.000760,0,0.000000,,,0,86.920,0.260,-0.240,0,0.57900,0.02800,-0.02700,0,Mass,1.039,0.050,-0.051,0,0.64000,0.09800,-0.08000,0,0,03h29m22.07s,52.341961,+22d17m57.9s,22.299404,336.26,3.03,-3.03,0,13.530,0.040,0,V (Johnson),13.206,,0,5425.00,40.00,-40.00,0,0.90,0.04,-0.04,0,0.84,0.03,-0.03,0,2457063.807140,0.000100,-0.000100,0,K2,4.54,0.03,-0.03,0,-0.256,0.036,-0.038,0
K2-31,b,K2-31 b,1.25785000,0.00000200,-0.00000200,0,0.022000,0.001800,-0.001800,0,0.000000,,,0,79.900,0.800,-0.800,0,1.77400,0.07900,-0.07900,0,Mass,1.060,0.350,-0.350,0,,,,,0,16h21m45.78s,245.440750,-23d32m52.3s,-23.547865,110.87,0.72,-0.72,0,10.775,0.023,0,V (Johnson),10.537,,0,5280.00,70.00,-70.00,0,0.91,0.06,-0.06,0,0.78,0.07,-0.07,0,2457191.708890,0.000240,-0.000240,0,K2,4.60,0.07,-0.07,0,,,,
K2-32,b,K2-32 b,8.99213000,0.00016000,-0.00016000,0,0.080360,0.000880,-0.000880,0,0.000000,,,0,,,,,0.05191,0.00850,-0.00850,0,Mass,0.458,0.025,-0.025,0,0.67000,0.16000,-0.16000,0,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,1.30,-1.30,0,12.310,0.020,0,V (Johnson),12.004,,0,5275.00,60.00,-60.00,0,0.86,0.03,-0.03,0,0.84,0.04,-0.04,0,2456909.918320,0.000550,-0.000550,0,K2,4.49,0.05,-0.05,0,,,,
K2-32,c,K2-32 c,20.66020000,0.00170000,-0.00170000,0,0.139900,0.001500,-0.001500,0,0.000000,,,0,,,,,0.03807,,,1,Mass,0.269,0.022,-0.022,0,2.70000,,,1,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,1.30,-1.30,0,12.310,0.020,0,V (Johnson),12.004,,0,5275.00,60.00,-60.00,0,0.86,0.03,-0.03,0,0.84,0.04,-0.04,0,2456961.406700,0.003200,-0.003200,0,K2,4.49,0.05,-0.05,0,,,,
K2-32,d,K2-32 d,31.71540000,0.00220000,-0.00220000,0,0.186200,0.002000,-0.002000,0,0.000000,,,0,,,,,0.03241,0.01479,-0.01479,0,Mass,0.306,0.031,-0.031,0,1.38000,0.92000,-0.67000,0,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,1.30,-1.30,0,12.310,0.020,0,V (Johnson),12.004,,0,5275.00,60.00,-60.00,0,0.86,0.03,-0.03,0,0.84,0.04,-0.04,0,2456903.790100,0.002600,-0.002600,0,K2,4.49,0.05,-0.05,0,,,,
K2-33,b,K2-33 b,5.42486500,0.00003500,-0.00003100,0,,,,,0.000000,,,0,89.100,0.600,-1.100,0,3.70000,,,1,Mass,0.450,0.030,-0.033,0,,,,,0,16h10m14.74s,242.561401,-19d19m09.4s,-19.319273,139.80,1.52,-1.52,0,15.714,0.058,0,V (Johnson),14.157,,0,3540.00,70.00,-70.00,0,0.56,0.09,-0.09,0,1.05,0.07,-0.07,0,2456898.692880,0.001180,-0.001200,0,K2,,,,,-0.824,0.079,-0.097,0
K2-34,b,K2-34 b,2.99563300,0.00000800,-0.00000800,0,0.042600,0.000500,-0.000500,0,,,,0,,,,0,,,,0,,1.245,0.029,-0.029,0,,,,0,0,08h30m18.91s,127.578773,+22d14m09.3s,22.235909,352.34,6.25,-6.25,0,11.548,0.057,0,V (Johnson),11.436,,0,6071.00,90.00,-90.00,0,1.15,0.04,-0.04,0,1.44,0.03,-0.03,0,2457144.346830,0.000100,-0.000100,0,K2,4.18,0.02,-0.02,0,,,,0
K2-35,b,K2-35 b,5.60835200,0.00033500,-0.00033800,0,0.055000,0.002000,-0.002000,0,0.120000,0.156754,-0.096124,0,88.580,0.790,-0.440,0,,,,0,,0.172,0.012,-0.010,0,,,,0,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,254.43,2.46,-2.46,0,14.350,0.060,0,V (Johnson),13.915,,0,4402.71,95.55,-93.27,0,0.70,0.07,-0.07,0,0.62,0.03,-0.03,0,2456812.119000,0.002000,-0.002000,0,K2,,,,0,,,,0
K2-35,c,K2-35 c,2.39996400,0.00019800,-0.00020400,0,0.031000,0.001000,-0.001000,0,0.130000,0.173535,-0.105654,0,88.980,0.710,-0.980,0,,,,0,,0.118,0.007,-0.007,0,,,,0,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,254.43,2.46,-2.46,0,14.350,0.060,0,V (Johnson),13.915,,0,4402.71,95.55,-93.27,0,0.70,0.07,-0.07,0,0.62,0.03,-0.03,0,2456810.584000,0.004000,-0.004000,0,K2,,,,0,,,,0
K2-36,b,K2-36 b,1.42266000,0.00005000,-0.00005000,0,0.023000,0.000400,-0.000400,0,,,,,87.750,1.620,-2.400,0,,,,,,0.118,0.008,-0.008,0,,,,,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,110.09,0.61,-0.61,0,11.800,0.030,0,V (Johnson),11.527,,0,4924.00,60.00,-60.00,0,0.80,0.04,-0.04,0,0.74,0.04,-0.04,0,2456809.468400,0.001700,-0.001700,0,K2,4.65,0.10,-0.10,0,,,,
K2-36,c,K2-36 c,5.34059000,0.00010000,-0.00010000,0,0.055500,0.000900,-0.000900,0,,,,,88.330,1.190,-1.630,0,,,,,,0.250,0.038,-0.028,0,,,,,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,110.09,0.61,-0.61,0,11.800,0.030,0,V (Johnson),11.527,,0,4924.00,60.00,-60.00,0,0.80,0.04,-0.04,0,0.74,0.04,-0.04,0,2456812.842200,0.000800,-0.000800,0,K2,4.65,0.10,-0.10,0,,,,
K2-37,b,K2-37 b,4.44117000,0.00075000,-0.00075000,0,0.051100,0.000900,-0.000900,0,,,,,87.280,1.950,-3.370,0,,,,,,0.144,0.015,-0.015,0,,,,,0,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,180.86,1.59,-1.59,0,12.520,0.060,0,V (Johnson),12.257,,0,5413.00,60.00,-60.00,0,0.90,0.05,-0.05,0,0.85,0.04,-0.04,0,2456893.701300,0.008000,-0.008000,0,K2,4.52,0.10,-0.10,0,,,,
K2-37,c,K2-37 c,6.42904000,0.00036000,-0.00036000,0,0.065400,0.001100,-0.001100,0,,,,,87.370,1.830,-2.500,0,,,,,,0.245,0.024,-0.024,0,,,,,0,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,180.86,1.59,-1.59,0,12.520,0.060,0,V (Johnson),12.257,,0,5413.00,60.00,-60.00,0,0.90,0.05,-0.05,0,0.85,0.04,-0.04,0,2456898.860300,0.002300,-0.002300,0,K2,4.52,0.10,-0.10,0,,,,
K2-37,d,K2-37 d,14.09189000,0.00135000,-0.00135000,0,0.110300,0.001800,-0.001800,0,,,,,88.340,1.180,-1.650,0,,,,,,0.244,0.032,-0.032,0,,,,,0,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,180.86,1.59,-1.59,0,12.520,0.060,0,V (Johnson),12.257,,0,5413.00,60.00,-60.00,0,0.90,0.05,-0.05,0,0.85,0.04,-0.04,0,2456907.231500,0.003100,-0.003100,0,K2,4.52,0.10,-0.10,0,,,,
K2-38,b,K2-38 b,4.01593000,0.00050000,-0.00050000,0,,,,0,,,,0,87.280,2.480,-2.480,0,0.06000,0.03000,-0.03000,0,Mass,0.170,0.030,-0.030,0,,,,0,0,16h00m08.06s,240.033585,-23d11m21.4s,-23.189287,193.71,2.64,-2.64,0,11.390,0.030,0,V (Johnson),11.184,,0,5757.00,60.00,-60.00,0,2.24,1.67,-1.67,0,1.38,0.21,-0.21,0,,,,0,K2,4.35,0.08,-0.08,0,,,,0
K2-38,c,K2-38 c,10.56103000,0.00090000,-0.00090000,0,0.096400,0.001600,-0.001600,0,,,,,88.610,1.000,-1.670,0,0.03115,0.01447,-0.01447,0,Mass,0.216,0.026,-0.026,0,3.60000,2.70000,-1.90000,0,0,16h00m08.06s,240.033585,-23d11m21.4s,-23.189287,193.71,2.64,-2.64,0,11.390,0.030,0,V (Johnson),11.184,,0,5757.00,60.00,-60.00,0,2.24,1.67,-1.67,0,1.38,0.21,-0.21,0,2456900.475200,0.003300,-0.003300,0,K2,4.35,0.08,-0.08,0,,,,0
K2-39,b,K2-39 b,4.60543000,0.00046000,-0.00046000,0,,,,0,0.000000,,,0,80.390,4.190,-4.190,0,0.09000,0.05000,-0.05000,0,Mass,0.560,0.150,-0.150,0,,,,0,0,22h33m28.41s,338.368378,-09d01m22.0s,-9.022769,310.14,4.70,-4.70,0,10.830,0.080,0,V (Johnson),10.596,,0,4881.00,20.00,-20.00,0,0.66,0.56,-0.56,0,2.97,0.77,-0.77,0,,,,0,K2,3.44,0.07,-0.07,0,,,,0
K2-4,b,K2-4 b,10.00341700,0.00101700,-0.00099600,0,0.078000,0.003000,-0.003000,0,0.080000,0.161192,-0.068641,0,89.540,0.320,-0.430,0,,,,0,,0.187,0.018,-0.017,0,,,,0,0,11h38m58.95s,174.745636,-03d54m20.1s,-3.905585,233.37,2.12,-2.12,0,14.907,0.030,0,V (Johnson),14.340,,0,4014.73,173.12,-154.57,0,0.64,0.06,-0.06,0,0.57,0.05,-0.05,0,2456815.524000,0.004000,-0.004000,0,K2,,,,0,,,,0
K2-42,b,K2-42 b,6.68796000,0.00093000,-0.00093000,0,0.061700,0.001300,-0.001300,0,,,,,,,,,,,,,,0.192,0.021,-0.021,0,,,,,0,11h46m39.77s,176.665726,-05d10m18.9s,-5.171913,401.36,7.90,-7.90,0,15.023,0.020,0,V (Johnson),14.634,,0,4613.00,71.00,-71.00,0,0.70,0.05,-0.05,0,0.64,0.04,-0.04,0,2456814.676300,0.005200,-0.005200,0,K2,4.66,0.05,-0.05,0,,,,
K2-43,b,K2-43 b,3.47134100,0.00016300,-0.00016100,0,0.038000,0.001000,-0.001000,0,0.070000,0.149039,-0.057685,0,88.900,0.760,-0.900,0,,,,0,,0.424,0.030,-0.029,0,,,,0,0,11h16m28.11s,169.117142,-03d58m31.6s,-3.975440,183.48,1.91,-1.91,0,15.596,0.050,0,V (Johnson),14.821,,0,3889.72,120.75,-112.52,0,0.60,0.06,-0.06,0,0.59,0.04,-0.04,0,2456809.881000,0.002000,-0.002000,0,K2,,,,0,,,,0
K2-44,b,K2-44 b,5.65688000,0.00059000,-0.00059000,0,0.065100,0.001100,-0.001100,0,,,,,,,,,,,,,,0.243,0.029,-0.029,0,,,,,0,11h36m02.79s,174.011627,-02d31m15.2s,-2.520881,483.19,10.19,-10.19,0,12.189,0.120,0,V (Johnson),12.024,,0,5912.00,51.00,-51.00,0,1.15,0.06,-0.06,0,1.58,0.15,-0.15,0,2456811.717600,0.004400,-0.004400,0,K2,4.10,0.06,-0.06,0,,,,
